title,artist,genre
I Deserve It,Madonna,"pop, trip_hop"
Mr. Gorgeous (and Miss Curvaceous),Smoke City,"chillout, trip_hop, downtempo, lounge"
Journey To A Star,Lemongrass,"ambient, chillout, trip_hop, downtempo, lounge"
Destroying Angel,Sneaker Pimps,"electronic, trip_hop, downtempo"
Reverse the Day,Pati Yang,"female_vocalists, chillout, trip_hop, downtempo, polish"
Nothing Matters,Tricky,"trip_hop, downtempo"
The Color of Tempo,Prefuse 73,"electronic, experimental, trip_hop, electro, downtempo, idm"
Switch Off The Sun,Pati Yang,"chillout, trip_hop, polish"
Dream Sequence,Amon Tobin,"electronic, trip_hop, idm, drum_and_bass"
Dusk You & Me,Groove Armada,"electronic, ambient, chillout, trip_hop, electro, downtempo, lounge"
Simple Girl,IAMX,"electronic, trip_hop, male_vocalists, synthpop"
Un simple histoire,Thievery Corporation,"chillout, trip_hop, downtempo, lounge"
Vigil,Ulver,"electronic, ambient, experimental, trip_hop, dark_ambient, avant_garde"
Till The Clouds Clear,Lamb,"chillout, trip_hop, downtempo, guitar"
Man-Made,Archive,"trip_hop, downtempo"
Curl,Sneaker Pimps,"electronic, trip_hop"
Everything Is OK,Halou,"electronic, female_vocalists, chillout, trip_hop, downtempo"
The Future Sound of Music,Ulver,"electronic, ambient, experimental, trip_hop, dark_ambient, avant_garde"
Snakes in the Grass,Quantic,"chillout, trip_hop, downtempo"
Electro Glide In Blue,Apollo 440,"electronic, chillout, trip_hop"
Northern Skies,Dido,"pop, female_vocalists, trip_hop"
Cosmo Retro Intro Outro,Amon Tobin,"electronic, experimental, trip_hop, idm"
Searchers,Amon Tobin,"electronic, ambient, trip_hop, downtempo, idm"
Fingertips,Emilíana Torrini,"female_vocalists, chillout, trip_hop"
Hill Sighed,Emancipator,"electronic, chillout, trip_hop, downtempo, lounge"
Bobby Can't Dance,Mr. Oizo,"electronic, chillout, trip_hop, electro"
Ten Men,Morcheeba,"chillout, trip_hop, downtempo"
Honeymoon Child,Emilíana Torrini,"indie, female_vocalists, folk, trip_hop, indie_pop, cover"
Soul Auctioneer,Death in Vegas,"electronic, alternative, trip_hop, male_vocalists, psychedelic_rock"
Latin America,Holy Fuck,"electronic, instrumental, trip_hop, electro"
Honeydew,Mr. Scruff,"electronic, chillout, trip_hop, downtempo, lounge"
Choking You,Prefuse 73,"electronic, hip_hop, trip_hop, downtempo, idm"
Gimme Your Love,Morcheeba,"electronic, trip_hop, downtempo"
Sultan Drops,Amon Tobin,"electronic, trip_hop, idm, drum_and_bass"
Found Footage,The Dining Rooms,"chillout, trip_hop, downtempo, lounge"
Motor,Yonderboi,"electronic, chillout, trip_hop, downtempo, lounge"
Road Movie,Yonderboi,"electronic, chillout, trip_hop, downtempo, lounge"
Recipe For Disaster,Morcheeba,"electronic, female_vocalists, chillout, trip_hop, downtempo, blues_rock"
Electric Lazyland,9 Lazy 9,"chillout, trip_hop, downtempo, lounge"
Dead Duck,Emilíana Torrini,"indie, female_vocalists, trip_hop"
Golddigger,Supreme Beings of Leisure,"electronic, female_vocalists, chillout, trip_hop, downtempo, lounge"
Cye,Smolik,"chillout, trip_hop, downtempo, polish"
Paperclips,Travis,"indie, british, trip_hop, britpop"
Cico Buff,Cocteau Twins,"alternative, female_vocalists, 80s, trip_hop, post_punk"
Gangsta Shit,DJ Cam,"trip_hop, downtempo, lounge"
Angeline,Faithless,"electronic, trip_hop, downtempo"
Too Tough to Die,Martina Topley-Bird,"female_vocalists, trip_hop"
Ethnic Majority,Nightmares on Wax,"electronic, chillout, trip_hop, downtempo, lounge"
1986,Pati Yang,"female_vocalists, chillout, trip_hop, polish"
Travelogue,Mr. Scruff,"electronic, chillout, trip_hop"
The Crow,DJ Food,"chillout, trip_hop, downtempo, lounge"
Unquiet,Pati Yang,"female_vocalists, trip_hop, polish"
Bitter & Twisted,Amon Tobin,"electronic, experimental, trip_hop, idm"
When I Go,Emancipator,"electronic, female_vocalists, ambient, chillout, trip_hop, downtempo, lounge"
Ragga,Martina Topley-Bird,"trip_hop, downtempo"
Detchibe,Prefuse 73,"electronic, trip_hop, downtempo, idm"
Smoke Signals,Emancipator,"electronic, chillout, trip_hop"
Easier Said Than Done,Morcheeba,"electronic, female_vocalists, chillout, trip_hop"
Bentley's Gonna Sort You Out,Bentley Rhythm Ace,"electronic, dance, trip_hop, lounge"
This Strange Effect,Hooverphonic,"electronic, trip_hop, downtempo"
Dream to Me,Flying Lotus,"electronic, ambient, experimental, hip_hop, trip_hop"
Letting Go,Nitin Sawhney,"chillout, trip_hop, downtempo, lounge"
Feela,Lamb,"electronic, trip_hop, downtempo, drum_and_bass"
Eve,Emancipator,"electronic, chillout, trip_hop, downtempo"
More Yellow Birds,Sparklehorse,"rock, alternative, indie, trip_hop, country, downtempo"
Sugar 5,Lamb,"trip_hop, downtempo"
Past Mistake,Tricky,"trip_hop, downtempo"
Hybrid,Elsiane,"female_vocalists, trip_hop, downtempo"
Lounge,Esthero,"female_vocalists, chillout, trip_hop, downtempo, lounge"
Parvaneh (Butterfly),Archive,trip_hop
Outsider Intro,DJ Shadow,"electronic, trip_hop, electro, downtempo"
Under Fire,Kosheen,"electronic, female_vocalists, trip_hop, lounge"
Personal Stereo,Flunk,"ambient, chillout, trip_hop, downtempo, lounge"
Same Ground Again,Kosheen,"electronic, female_vocalists, trip_hop"
Lifespan,Vaults,trip_hop
Am I Free,Wax Tailor,"instrumental, hip_hop, trip_hop, downtempo"
Stained,Blue Foundation,"chillout, trip_hop"
Vent,Tricky,"trip_hop, downtempo"
Underground Vibes,DJ Cam,"trip_hop, downtempo"
Somebody Somewhere,Moloko,"electronic, female_vocalists, dance, trip_hop"
The Glass Bead Game,Thievery Corporation,"chillout, trip_hop, downtempo, lounge"
June,RJD2,"hip_hop, trip_hop"
Blanket,Urban Species,"trip_hop, downtempo, lounge"
Defenceless,Waldeck,"electronic, chillout, trip_hop, downtempo, lounge"
Air Stands Still,Pati Yang,"female_vocalists, chillout, trip_hop, polish"
Let There Be Horns,RJD2,"instrumental, trip_hop"
Killing Smile,Death in Vegas,"electronic, alternative, acoustic, trip_hop, electro, downtempo, psychedelic_rock"
Radio Nufonia,Kid Koala,"hip_hop, trip_hop"
The Heart Remains a Child,Everything But the Girl,"chillout, trip_hop, downtempo, lounge"
4D,Koreless,"experimental, trip_hop"
Bend Over,Wagon Christ,"electronic, trip_hop, downtempo, idm"
Count Me Out,Zero 7,"ambient, chillout, trip_hop, downtempo, idm, dark_ambient, noise"
Code,Faithless,"electronic, trip_hop"
One Small Step,Amon Tobin,"electronic, trip_hop, downtempo, idm, drum_and_bass"
Snowman,Martina Topley-Bird,"female_vocalists, trip_hop"
Athol-Brose,Cocteau Twins,"alternative, trip_hop, post_punk, downtempo, avant_garde"
Fire in the Middle,Nightmares on Wax,"electronic, chillout, trip_hop, downtempo"
Gravitas,Little People,"chillout, trip_hop"
Again With The Subtitles,Yppah,"electronic, trip_hop, electro, downtempo, idm"
Lying,Martina Topley-Bird,"female_vocalists, trip_hop"
To Be Loved,Bent,"electronic, chillout, trip_hop, downtempo, lounge"
Same Old Blues,Phantogram,"alternative, trip_hop"
Heavy Drug,UNKLE,"electronic, experimental, trip_hop, downtempo"
Everything Up (Zizou),Zero 7,"electronic, alternative, indie, trip_hop, techno, downtempo"
Outro (Mandatory),UNKLE,"electronic, trip_hop, idm"
Clean Sweep,Röyksopp,"electronic, ambient, instrumental, trip_hop, electro, downtempo, synthpop, lounge"
Final Escape,Elsiane,"female_vocalists, chillout, trip_hop, downtempo"
Sandman,Hurts,"british, trip_hop, synthpop"
Shanty Town,Mr. Scruff,"electronic, trip_hop, downtempo"
The Sounder (Edit),Gorillaz,"alternative, hip_hop, trip_hop"
If Lovin' You Is Wrong,Faithless,"electronic, trip_hop"
The Big Sea,Funki Porcini,"electronic, chillout, trip_hop, downtempo, lounge"
Don't Even Trip (feat. Amon Tobin),Peeping Tom,"experimental, trip_hop"
Half A World Away,Esthero,"female_vocalists, chillout, trip_hop, downtempo, lounge"
Watch You Sleeping,Blue Foundation,"chillout, trip_hop, electro, downtempo, love"
For Phoebe Still a Baby,Cocteau Twins,"alternative, 80s, trip_hop, downtempo, avant_garde"
Date With Destiny,Nightmares on Wax,"electronic, chillout, trip_hop, downtempo, lounge"
Bleu My Mind,Nightmares on Wax,"electronic, chillout, trip_hop, downtempo"
A Woman's Voice,Wax Tailor,"electronic, trip_hop, downtempo, french"
Eitheror,Little People,"electronic, trip_hop, downtempo"
Giant Cat Woman,Pati Yang,"trip_hop, polish"
Marakesh,Peace Orchestra,"electronic, chillout, trip_hop, downtempo, lounge"
What's the Deal,Supreme Beings of Leisure,"chillout, trip_hop, lounge"
If You Fear Dying,One Day as a Lion,"rock, experimental, hip_hop, trip_hop"
Cool Monsoon (Weather Storm),Massive Attack,"chillout, trip_hop, downtempo"
Splinter,Sneaker Pimps,"electronic, trip_hop, downtempo"
Someone,Hooverphonic,"electronic, trip_hop, downtempo"
Cigarette Burns,Flunk,"female_vocalists, chillout, trip_hop"
Razor Tongue,Martina Topley-Bird,"female_vocalists, trip_hop, downtempo, lounge"
From The Rooftops,Groove Armada,"electronic, chillout, trip_hop, downtempo, lounge"
Stealth Mass In F#M,Apollo 440,"electronic, ambient, chillout, trip_hop, downtempo"
Lotus Eaters,Moloko,"electronic, trip_hop"
The Unseen,Quasimoto,"rap, hip_hop, trip_hop"
Peroxide,Flykkiller,"electronic, trip_hop, polish"
Bermuda,Fluke,"electronic, chillout, trip_hop, techno, downtempo"
Generous Palmstroke,Björk,"electronic, alternative, female_vocalists, trip_hop, beautiful"
The Man in You,Faithless,"electronic, trip_hop, lounge"
Triple Science,Amon Tobin,"electronic, trip_hop, idm, drum_and_bass"
Face the Music,Conjure One,"electronic, ambient, chillout, trip_hop, new_age"
Satta,Boozoo Bajou,"chillout, trip_hop, downtempo, lounge"
Flu Season,Kid Koala,"hip_hop, trip_hop"
Thinking About Tomorrow,Beth Orton,"alternative, female_vocalists, folk, singer_songwriter, trip_hop"
Easy Flow,Pati Yang,"female_vocalists, chillout, trip_hop, downtempo, lounge, polish"
A Little Bit of Soul,Kid Loco,"chillout, trip_hop, downtempo, lounge"
Attack The Doctor,Blockhead,"electronic, trip_hop, lounge"
April Grove,Martina Topley-Bird,"trip_hop, lounge"
Henry,Peace Orchestra,"ambient, chillout, trip_hop, downtempo, lounge"
Cute Sushi Lunches,Sneaker Pimps,"trip_hop, downtempo"
Endless Dream,Conjure One,"electronic, ambient, chillout, trip_hop, downtempo, new_age"
Say-Say,Nightmares on Wax,"electronic, chillout, trip_hop, downtempo"
Superbug,Sneaker Pimps,"alternative, trip_hop"
Bumper Ball Dub (Karmacoma),Massive Attack,"trip_hop, downtempo, lounge"
Universal Highness,Thievery Corporation,"chillout, trip_hop, downtempo, lounge"
Finer,Nightmares on Wax,"electronic, chillout, trip_hop, downtempo"
Moon Sequence,The Herbaliser,"chillout, trip_hop, downtempo, lounge"
Suspicion,R.E.M.,"rock, alternative, alternative_rock, 90s, trip_hop, downtempo"
Self Made Man,Morcheeba,"electronic, female_vocalists, trip_hop, downtempo"
If You Go Away,Emilíana Torrini,"female_vocalists, trip_hop, cover"
Slow Light,Fila Brazillia,"ambient, chillout, trip_hop, downtempo, lounge"
Nothing's Changed,Tricky,"trip_hop, downtempo"
Ten to Twenty,Sneaker Pimps,"electronic, alternative, trip_hop, electro"
Radio Broadcast,Wax Tailor,trip_hop
Lunatico,Gotan Project,"trip_hop, downtempo, lounge"
Jique,Brazilian Girls,"electronic, indie, female_vocalists, trip_hop, electro, downtempo"
Waking Dream,Natalie Walker,"female_vocalists, chillout, trip_hop, downtempo"
Saffron,MF DOOM,"chillout, hip_hop, trip_hop, downtempo, lounge"
Long Road Ahead,Quantic,"ambient, chillout, trip_hop, downtempo, lounge"
No Difference,Everything But the Girl,"electronic, female_vocalists, chillout, trip_hop, downtempo"
The Sheriff,Fila Brazillia,"electronic, chillout, trip_hop, downtempo, lounge"
Having Smarter Babies,Xploding Plastix,"electronic, trip_hop, downtempo, idm, lounge"
Give,Tori Amos,"alternative, female_vocalists, singer_songwriter, trip_hop, downtempo"
Things Stay The Same,Halou,"electronic, female_vocalists, ambient, trip_hop, electro, downtempo, lounge"
Shangri La,Martina Topley-Bird,"electronic, female_vocalists, trip_hop, downtempo"
Bat You'll Fly,Animal Collective,"indie, experimental, trip_hop, electro"
La Gloria,Gotan Project,"chillout, trip_hop, lounge"
Flowers and Silence,Sneaker Pimps,"electronic, alternative, trip_hop, downtempo"
Murder Weapon,Tricky,"electronic, trip_hop, cover"
Council Estate,Tricky,"trip_hop, downtempo"
Joseph,Tricky,"electronic, trip_hop, downtempo"
Bad Dreams,Tricky,trip_hop
Definition,Kruder & Dorfmeister,"electronic, chillout, trip_hop, downtempo, lounge"
Tears Running Dry,Waldeck,"electronic, chillout, trip_hop, downtempo, lounge"
I Can't Let It Happen to You,Kid Loco,"ambient, chillout, trip_hop, downtempo, lounge"
Bacative,Tricky,"trip_hop, downtempo"
What Is Wrong,Tricky,trip_hop
Ginger,Hooverphonic,"electronic, female_vocalists, chillout, trip_hop"
Trinity Dub (Three),Massive Attack,trip_hop
Caipirinha (feat. Bebel Gilberto),Peeping Tom,"alternative, experimental, trip_hop, lounge"
I've Been Waiting All My Life to Leave You,Flunk,"electronic, female_vocalists, chillout, trip_hop"
The Missing Suitcase,The Herbaliser,"trip_hop, lounge"
Elevator Hopper,Kid Koala,"hip_hop, trip_hop"
Morsecode,Halou,"chillout, trip_hop"
Mission Venice,Nightmares on Wax,"electronic, chillout, trip_hop, techno, downtempo, lounge"
The Heart's a Lonely Hunter,Thievery Corporation,"electronic, chillout, trip_hop, downtempo, lounge"
Veronika,Tricky,trip_hop
Synthetic Water,UNKLE,"electronic, trip_hop"
Going Round in Circles,Kid Loco,"electronic, chillout, trip_hop, downtempo, lounge"
Da Da Da Da,Martina Topley-Bird,"female_vocalists, chillout, trip_hop, lounge"
Environment,Nightmares on Wax,"chillout, trip_hop, electro, downtempo, lounge"
Dizzy With Wonder,Anja Garbarek,"alternative, female_vocalists, trip_hop"
Ceiling Wax,Chairlift,"alternative, ambient, chillout, trip_hop"
Aladdin's Story,Death in Vegas,"electronic, alternative, trip_hop, guitar, mellow"
Into The Stars,Alphawezen,"ambient, chillout, trip_hop, electro, downtempo, lounge"
Beyond Words,Wax Tailor,"dance, chillout, rap, hip_hop, trip_hop"
Magic Potion,Flunk,"electronic, chillout, trip_hop, downtempo, lounge"
Worry About You,Ivy,"indie, female_vocalists, chillout, soundtrack, trip_hop, indie_pop"
So Much More,Supreme Beings of Leisure,"female_vocalists, chillout, trip_hop, downtempo, lounge"
Ginger Jumps The Fence,The Herbaliser,"hip_hop, trip_hop, lounge"
Is It Over?,Thievery Corporation,"electronic, chillout, trip_hop, downtempo"
Human Interest,Hooverphonic,trip_hop
Altoid Addiction (Interlude),Prefuse 73,"electronic, trip_hop, idm"
Jazz Potato,Mr. Scruff,"electronic, trip_hop, downtempo, lounge, chill"
Be Like You,Moloko,trip_hop
Downsized,Moloko,"electronic, female_vocalists, trip_hop, drum_and_bass"
Wet,Snoop Dogg,"rap, hip_hop, trip_hop, electro"
You Don't Wanna,Tricky,trip_hop
Controlled Environment,Flykkiller,"electronic, experimental, trip_hop, electro, polish"
Moonrise,Nitin Sawhney,"chillout, trip_hop"
Chinese Arithmetic,Eric B. & Rakim,"hip_hop, trip_hop"
A Kissed Out Red Floatboat,Cocteau Twins,"alternative, female_vocalists, trip_hop"
The Time Has Come,Pretty Lights,trip_hop
Mellow,Tricky,trip_hop
Prolo,Tosca,"chillout, trip_hop, downtempo, lounge"
Don't Give It Up,Siobhán Donaghy,"electronic, alternative, singer_songwriter, british, trip_hop"
Barabas,Hooverphonic,"electronic, female_vocalists, trip_hop"
Natja,Death in Vegas,"electronic, trip_hop, techno, electro, psychedelic_rock"
Soul-Ho,Nightmares on Wax,"electronic, chillout, trip_hop, downtempo, lounge"
Trash Box,De-Phazz,"jazz, chillout, trip_hop, lounge"
Go Away,Katy B,"electronic, female_vocalists, british, trip_hop, electro"
Get It,RJD2,"electronic, trip_hop"
Stonefruit,Halou,"electronic, female_vocalists, trip_hop"
Sex Drive,Tricky,trip_hop
Yes Boss,Hess Is More,"electronic, chillout, trip_hop"
God's Money V,Gang Gang Dance,"electronic, experimental, trip_hop, noise"
For Ex-Lovers Only,Black Tambourine,"indie, trip_hop, noise"
Your Life,Kosheen,"trip_hop, lounge, drum_and_bass"
Blueeyed Devil,Soul Coughing,"rock, alternative, alternative_rock, indie_rock, 90s, trip_hop"
The Plan,Sofa Surfers,"trip_hop, downtempo, lounge"
Fast Asleep,TM Juke,"chillout, trip_hop, downtempo, lounge"
Gamble,TOKiMONSTA,"electronic, alternative, indie, ambient, instrumental, chillout, hip_hop, trip_hop, downtempo, mellow, lounge, chill"
Five Minutes Away,Prefuse 73,"electronic, chillout, trip_hop, idm"
Distant Dreams,Blue Foundation,"electronic, chillout, trip_hop"
6-Hours Starlight,Xploding Plastix,"electronic, trip_hop, lounge"
Keep Falling,Jazzanova,"chillout, trip_hop, lounge"
Argha Noah,Nightmares on Wax,"electronic, chillout, trip_hop, downtempo, idm, lounge"
This Isn't Maybe,Waldeck,"chillout, trip_hop, downtempo, lounge"
Two Icicles,Flunk,"electronic, female_vocalists, chillout, trip_hop"
Sometime Later,Alpha,"chillout, trip_hop, downtempo, lounge"
Darkroom,Archive,trip_hop
Remember Me?,Saltillo,"trip_hop, downtempo"
Lyrics Of Fury,Tricky,trip_hop
She Doesn't Live Here Anymore,Jay-Jay Johanson,"electronic, trip_hop, swedish"
Hiperbole,Skalpel,"electronic, jazz, trip_hop, lounge, polish"
Contradictive,Tricky,trip_hop
Crusoe Takes a Trip,Red Snapper,"trip_hop, downtempo"
The Exploding Psychology,Squarepusher,"electronic, experimental, trip_hop, idm, drum_and_bass"
One Brick,Aesop Rock,"hip_hop, trip_hop"
Music By Cavelight,Blockhead,"electronic, instrumental, trip_hop"
Yesterday's Mistakes,Oi Va Voi,"electronic, alternative, female_vocalists, chillout, trip_hop, lounge"
Diving Horses,Death in Vegas,"electronic, alternative, trip_hop, psychedelic_rock"
Ghetto Youth,Tricky,trip_hop
Machine Pour Les Oreilles,Rinôçérôse,"electronic, chillout, trip_hop, french, lounge"
Offshore Birmingham,Funki Porcini,"electronic, chillout, trip_hop, downtempo, lounge, new_age"
Lever Street,Death in Vegas,"electronic, alternative, trip_hop"
No Pity,Wax Tailor,"chillout, trip_hop, downtempo"
Scene at the Open Air Market,Thievery Corporation,"electronic, ambient, chillout, trip_hop, downtempo, lounge"
Gangster Blues,Mattafix,"chillout, hip_hop, trip_hop, rnb"
Money Greedy,Tricky,trip_hop
Shak,9 Lazy 9,"trip_hop, lounge"
Incident at Gate 7,Thievery Corporation,"chillout, trip_hop, downtempo, lounge"
Karmacoma (Portishead Experience),Massive Attack,trip_hop
Stereo Tonic,Thunderball,"chillout, trip_hop, downtempo, lounge"
Singing The Blues,Tricky,trip_hop
XII,Fila Brazillia,"chillout, trip_hop, downtempo, lounge"
Programmed,Archive,"electronic, trip_hop"
Poison Lips,Vitalic,"electronic, techno, electro, french, synthpop"
Hold Tight,Jamie xx,"electronic, techno"
Lollipop (Candyman),Aqua,"pop, dance, 90s, techno"
Polkamatic,Vitalic,"electronic, techno, electro"
Smoking Tape,Mr. Oizo,"electronic, techno, electro, french"
Roses Are Red,Aqua,"pop, dance, 90s, techno"
Das Boot,U96,"90s, techno"
Claustrophobic Sting,The Prodigy,"electronic, techno, electro"
We Need A War,Fischerspooner,"electronic, techno, electro, synthpop"
Abglanz,Pantha du Prince,"electronic, techno"
I Know You Want Me,Pitbull,"dance, techno"
My Descent Into Madness,Eels,"alternative, indie, techno, britpop"
I Love The Bloody Beetroots,The Bloody Beetroots,"electronic, techno, electro"
Weapons of Mass Distortion,The Crystal Method,"electronic, techno"
Bad Start,Mr. Oizo,"electronic, techno, electro, french"
"I Go Hard, I Go Home",The Presets,"electronic, dance, techno, electro"
Dael,Autechre,"electronic, techno, idm"
Krupa,Apollo 440,"electronic, techno"
Everything To Gain,Fischerspooner,"electronic, techno, electro, synthpop"
Repair Machines,Vitalic,"electronic, techno, electro"
Superfresh,Boys Noize,"techno, electro"
Scatman's World,Scatman John,"pop, dance, 90s, techno"
Bengang,Paul Kalkbrenner,"electronic, techno, electro"
Since 77,Paul Kalkbrenner,"electronic, ambient, chillout, techno, electro"
Get Yourself High,The Chemical Brothers,"electronic, techno"
We Like to Party,Vengaboys,"dance, 90s, techno"
Rej,Âme,"electronic, techno"
Flat 55,Mr. Oizo,"electronic, techno, electro, french"
Young Neil,Blonde Redhead,"alternative, indie, female_vocalists, techno"
No Day Massacre,Mr. Oizo,"electronic, techno, electro, downtempo, french, idm"
True Grit,The Crystal Method,"electronic, techno"
Chopped N Skrewed,T-Pain,"hip_hop, techno, rnb"
Deserter,Matthew Dear,"electronic, techno, electro"
Ritz 107,Fischerspooner,"electronic, techno, electro, downtempo, synthpop"
Pause,Pitbull,"pop, dance, techno"
Basscadet,Autechre,"electronic, techno, idm"
Smile?,The Crystal Method,"electronic, techno"
Valletta Fanfares,Vitalic,"electronic, techno, electro"
Anacletus,The Bloody Beetroots,"electronic, techno, electro"
Acetone,The Crystal Method,"electronic, techno"
Impressed,Natalie Imbruglia,"rock, pop, female_vocalists, techno"
Get It Get It,Scissor Sisters,"electronic, pop, techno, electro"
Transient,Orbital,"electronic, ambient, techno, electro"
Clear,Cybotron,"techno, electro"
Get Confused,Fischerspooner,"electronic, techno, electro, synthpop"
Puppy,Netsky,"electronic, dance, house, techno, electro, drum_and_bass"
Want U,Lo-Fi-Fnk,"electronic, indie, techno, electro, synthpop, swedish"
Click Click (feat. E-40),MSTRKRFT,"electronic, techno, electro"
One One One,Hot Chip,"electronic, techno, electro"
Scribble,Underworld,"electronic, techno, downtempo, idm, britpop, drum_and_bass"
Ascending,Actress,"electronic, ambient, experimental, techno"
The Deal,The Field,"electronic, techno, swedish"
Something Like This,Scissor Sisters,"electronic, pop, dance, techno, electro"
Toxygene,The Orb,"electronic, ambient, techno"
Regenerate,Booka Shade,"electronic, techno, electro"
Velocity Shift,Overseer,"electronic, techno"
Det lilla livet,Familjen,"electronic, techno, electro, swedish"
Adler,Dominik Eulberg,"electronic, techno, electro"
More and More,Captain Hollywood Project,"dance, 90s, techno"
Blowout,The Crystal Method,"electronic, techno"
The Salad,Mr. Oizo,"electronic, techno, electro, french"
Put It Back Together,Fatboy Slim,"electronic, dance, techno"
Clutter,Ronald Jenkees,"electronic, instrumental, techno, chill"
Castanets,Paul Kalkbrenner,"electronic, techno"
Dub About Me,Miss Kittin,"electronic, chillout, techno, electro, french"
Among Myselves,The Future Sound of London,"electronic, ambient, techno"
Happy Violentine,Miss Kittin,"electronic, techno, electro, french"
Karma Car,Booka Shade,"electronic, techno, electro"
The Saint,Orbital,"electronic, techno"
Kiss Factory,Miss Kittin,"electronic, techno, electro, french, synthpop"
Gebrünn Gebrünn,Paul Kalkbrenner,"electronic, techno, electro"
Fernweh,Extrawelt,"techno, electro"
Divided By Night,The Crystal Method,"electronic, techno"
Expander,The Future Sound of London,"electronic, techno, idm"
Allergic,Miss Kittin,"electronic, techno, electro"
Summer of '98,The Secret Handshake,"indie_rock, techno"
Doctor?,Orbital,"electronic, techno, cover"
You Are Here,Nathan Fake,"electronic, ambient, techno, electro, idm"
Wolkenbruch,Extrawelt,"techno, electro"
1982,Miss Kittin & The Hacker,"electronic, techno, electro"
Isopropanol,Aphex Twin,"electronic, techno, electro, idm"
Stunt,Mr. Oizo,"electronic, techno, electro, french"
Out of Line,Gesaffelstein,"electronic, techno, electro, french"
Russian Lullaby,E-Type,"dance, techno"
Press On,Paul Kalkbrenner,"electronic, techno"
Dance in Dark,Proxy,"electronic, techno, electro"
Zu Fuss,Extrawelt,"techno, electro"
Fleece on Brain,Matthew Dear,"electronic, techno, idm"
Warp 7.7,The Bloody Beetroots,"electronic, techno, electro"
Yvette,Marek Hemmann,techno
Bless My Soul,Nightmares on Wax,"electronic, chillout, trip_hop, techno, downtempo, lounge"
Wide Open,The Crystal Method,"electronic, techno"
Belize,Anja Schneider,techno
Clone Me,Miss Kittin,"electronic, techno, electro, french, synthpop"
So Deep (Feat. Jahmal Of The Carps),MSTRKRFT,"techno, electro"
Trans Boulogne Express,Birdy Nam Nam,"electronic, techno, electro, french"
B.M.I.,Modeselektor,"electronic, dance, techno, idm"
Marionette,Mathew Jonson,techno
Cheaters,Teengirl Fantasy,"electronic, dance, techno"
Walkman,Sebastian,"techno, electro, french"
Absynthe,Paul Kalkbrenner,"electronic, techno"
Paradise Circus (Breakage's Tight Rope Remix),Massive Attack,"trip_hop, techno"
Landing,Moby,"electronic, ambient, techno"
Liebe ist...,Stephan Bodzin,techno
Polar Shift,Trentemøller,"electronic, techno"
Meteorology,Overseer,"electronic, trip_hop, techno"
Tonight Is The Night,Le Click,"dance, 90s, techno"
Four,Jagwar Ma,"electronic, indie, alternative_rock, experimental, indie_rock, dance, techno, electro, synthpop"
Omen (Noisia Remix),The Prodigy,"techno, drum_and_bass"
Sonnenwind,Stephan Bodzin,techno
A Wonderful Life,Carl Craig,"ambient, chillout, techno"
Daybreaker,Beth Orton,"female_vocalists, singer_songwriter, techno"
Marbles,Paul Kalkbrenner,"electronic, ambient, techno, downtempo, lounge"
Bitter For Sweet,Blaqk Audio,"electronic, techno, synthpop"
Got to Get It,Culture Beat,"dance, techno"
I Love Acid,Luke Vibert,"electronic, techno, idm"
Stolen Documents,The Future Sound of London,"electronic, ambient, techno, idm"
Reeferendrum,Fluke,"electronic, techno"
Ribbons,Four Tet,"electronic, techno"
Air France,Joris Delacroix,"electronic, techno, electro"
Kore,Dusty Kid,techno
The Modern Bass Guitar,Squarepusher,"electronic, experimental, techno, idm, noise, drum_and_bass"
Trümmerfeld,Extrawelt,techno
J'Adore Hardcore,Scooter,"dance, techno"
50 Cent Just Fucking Around,G-Unit,"rap, hip_hop, techno"
Double Down Under,The Crystal Method,"electronic, techno"
Jungle Fresh,Gorillaz,"electronic, techno"
O Tu O Ninguna,Luis Miguel,techno
Morning Lemon,The Chemical Brothers,"electronic, techno, idm"
Dark Side Of My Room,Extrawelt,techno
My Little Beautiful,µ-Ziq,"electronic, techno, idm"
You and Us,Miss Kittin & The Hacker,"techno, electro"
Nam Nam,Trentemøller,"techno, electro"
Lost Memory,Boris Brejcha,techno
Mr. Decay,Gui Boratto,techno
Riding With Death,Zomby,techno
Baby Kate,Heartthrob,techno
Rollerskate,Matias Aguayo,"electronic, techno, 00s"
No Air duet with Chris Brown,Jordin Sparks,"pop, female_vocalists, dance, techno, rnb"
My Heart Goes Boom,French Affair,"dance, techno, french"
Maze,Actress,"experimental, techno, electro, idm"
Det vet du,Familjen,"electronic, techno, electro, swedish"
Neptune,Ronald Jenkees,"rock, electronic, instrumental, hip_hop, techno"
While Others Cry,The Future Sound of London,"electronic, ambient, techno"
Redux,2562,techno
Adamedge,Nathan Fake,"electronic, techno"
Second Bad Vilbel,Autechre,"electronic, techno, idm, noise"
Ihre Persönliche Glücksmelodie,Gabriel Ananda,"techno, electro"
Bango,The Chemical Brothers,"electronic, alternative, techno"
The More That I Do,The Field,"electronic, techno, beautiful, swedish"
Pulse State,The Future Sound of London,"electronic, techno, idm"
Spastik,Plastikman,techno
Community,Gold Panda,"electronic, indie, british, techno"
Aquaplane,Overseer,"electronic, chillout, trip_hop, techno, downtempo"
Nurse,Miss Kittin & The Hacker,"electronic, techno, electro"
Tension,Orbital,"electronic, techno, idm"
Burned Out,The Field,"electronic, indie, dance, techno, swedish, chill"
